_id,Date,Location,Operator,PlaneType,Dead,Aboard,Ground
1592,23-06-1957,"Port Hardy, BC, Canada",Pacific Western,Douglas DC-3,14,18,0
1593,24-06-1957,"Horn Island, Queensland, Australia",Adastra Airways,L-Hudson,6,NA,NA
1594,01-07-1957,"Bay of Bengal, Pakistan",Pakistan International Airlines,Douglas DC-3,24,24,0
1595,03-07-1957,"Near Fort Rupert, Quebec, Canada",Kenting Air,L-Hudson,4,NA,NA
1596,16-07-1957,"Near Taipei, Taiwan (Formosa)",Military - United States Air Force,Douglas C-47,16,16,0
1597,16-07-1957,"Near Biak, Indonesia",KLM Royal Dutch Airlines,Lockheed 1049C Super Constellation,58,68,0
1598,25-07-1957,"Daggett, California",Western Airlines,Convair CV-240,1,16,0
1599,11-08-1957,"Near Issoudun, Quebec, Canada",Maritime Central Airways,Douglas DC-4,79,79,0
1600,15-08-1957,"Copenhagen, Denmark",Aeroflot,Ilyushin IL-14P,23,23,0
1601,20-08-1957,"Assam, India",Indamer,Douglas DC-3,8,8,0
1602,29-08-1957,"Near Juticalpa, Honduras",Sahsa Airlines,Douglas DC-3,12,12,0
1603,03-09-1957,"Niquitao, Venezuela",Avensa,Douglas DC-3,8,8,0
1604,15-09-1957,"New Bedford, Massachusetts",Northeast Airlines,Douglas DC-3,12,24,0
1605,18-09-1957,"Montevideo,  Uruguay",REAL,Convair CV-440-62,1,35,0
1606,28-09-1957,"Islay-Glenegedale Airport, Scotland",British European Airways,de Havilland DH-114 Heron,3,3,0
1607,30-09-1957,"Akshi, Russia",Aeroflot,Ilyushin IL-12,27,27,0
1608,03-10-1957,"Beirut, Lebanon",Lebanese International Airways,Curtiss C-46A-45-CU,27,27,0
1609,18-10-1957,"Porto Alegre, Brazil",Varig,Douglas C-47A,2,2,0
1610,23-10-1957,"Belfast, Ireland",British European Airways,Vickers 802 Viscount,7,7,0
1611,28-10-1957,"Madrid, Spain",Iberia Airlines,Douglas DC-3,21,21,0
1612,30-10-1957,"Near Campeche, Mexico",Transportes Aereos Mexicanos,Fairchild C-82A,3,3,0
1613,03-11-1957,"Dusseldorf, West Germany",Herfurtner Company,Douglas DC-4,7,7,1
1614,04-11-1957,"Moscow, Russia",TAROM,Ilushin Il-14,4,NA,NA
1615,06-11-1957,"Bristol, England",Bristol Aeroplane Co.,Bristol Britannia 175,15,15,0
1616,08-11-1957,"900 miles E of Honolulu, Hawaii, Pacific Ocean",Pan American World Airways,Boeing - 377-10-29 Stratocruiser,44,44,0
1617,15-11-1957,"Near Palma de Mallorca, Spain",Aviaco,de Havilland DH-114 Heron 2D,4,4,0
1618,15-11-1957,"Chessell Down, England",Aquilla Airways,Short Solent 3 (flying boat),43,58,0
1619,21-11-1957,"Christchurch, New Zealand",Straits Air Freight Express,Bristol 170 Freighter 31,4,4,0
1620,08-12-1957,"Bolivar, Argentina",Aerolineas Argentinas,Douglas DC-4,61,61,0
1621,10-12-1957,"Jeannine Lake, Quebec, Canada",Northern Wings,Douglas C-47A,3,3,0
1622,11-12-1957,"Ozamis City, Philippines",Philippine Air Lines,de Havilland Canada DHC-3 Otter,2,12,0
1623,18-12-1957,"Near Birobidzhan, Russia",Aeroflot,Ilyushin IL-12,27,27,0
1624,23-12-1957,"Off Oahu, Hawaii",Military - U.S. Navy,Lockheed WV-2,19,23,0
1625,23-12-1957,"Stansted, England",Scottish Airlines,Avro 685 York C-1,4,4,0
1626,31-12-1957,"Buenos Aires, Argentina",Aerolineas Argentinas,Short Sunderland,8,51,0
1627,16-01-1958,"Belem, Brazil",Cruzeiro,Fairchild C-82A,3,3,0
1628,20-01-1958,"Near La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,11,11,0
1629,01-02-1958,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Douglas C-118A / Lockheed P2V-5F,47,49,1
1630,01-02-1958,"Rio de Janeiro, Brazil",Loide A????reo Nacional,Douglas DC-4,5,67,0
1631,03-02-1958,"Norwalk, california",Military - U.S. Air Force / U.S. Navy,C-118 transport / PU-2 Neptune,47,49,1
1632,06-02-1958,"Munich, Germany",British European Airways,Airspeed Ambassador AS-57,23,44,0
1633,15-02-1958,"Mount Vesuvius, Italy",Military - US Air Force,Douglas VC-47A,16,16,0
1634,19-02-1958,"Raiatea, French Polynesia",R????seau A????rien Interinsulaire,Consolidated PBY-5A  Catalina,15,15,0
1635,19-02-1958,"Cairo, Egypt",KLM Royal Dutch Airlines,Douglas DC-6B,1,21,0
1636,20-02-1958,"Off Corvo Island, Azores",Military - U.S. Navy,Lockheed WV-2,22,22,0
1637,27-02-1958,"Horwich, Lancs, England",Silver City Airways,Bristol 170 Freighter 21,35,42,0
1638,07-03-1958,"Menzalah Lake, Egypt",Misrair,Vickers 628 Viking 1B,8,26,0
1639,07-03-1958,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,Fairchild R4Q / Dougas AD-6 skyraider,26,26,0
1640,22-03-1958,"Grants, New Mexico",Private,Lockheed 18 Lodestar,4,4,0
1641,24-03-1958,"Near Kathmandu, Nepal",Indian Airlines,Douglas DC-3,20,20,0
1642,25-03-1958,"Miami, Florida",Braniff Airlines,Douglas DC-7-C,9,24,0
1643,27-03-1958,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,Douglas C-124C / Fairchild C-119C,18,18,0
1644,02-04-1958,"Quito, Ecuador",Transportes Aereos Orientales,Junkers JU-52/3m,3,14,0
1645,06-04-1958,"Freeland, Michigan",Capital Airlines,Vickers Viscount 745D,47,47,0
1646,07-04-1958,"Mt. Illiniza, Ecuador",AREA,Douglas DC-3,32,32,0
1647,14-04-1958,"Off Castell de Fels, Spain",Aviaco,de Havilland DH-114 Heron 2D,16,16,0
1648,21-04-1958,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,Douglas DC-7 / F-100F,49,49,0
1649,15-05-1958,"New Delhi, India",Pakistan International Airlines,Convair CV-240-7,21,38,2
1650,16-05-1958,"Chatenoy, France",British European Airways,Douglas C-47A,3,3,0
1651,18-05-1958,"Near Casablanca, Morocco",Sabena,Douglas DC-7C,61,65,0
1652,20-05-1958,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,Vickers Viscount 745D / T-33A,12,13,0
1653,25-05-1958,"Gurgaon, India",Dan-Air Services,Avro 685 York C-1,4,5,0
1654,31-05-1958,"Rio de Janeiro, Brazil",Paraense Transportes A????reos,Curtiss C-46D,4,4,0
1655,31-05-1958,"SW of Algiers, Algeria",Air France,Douglas DC-3,15,15,0
1656,02-06-1958,"Near Guadalajara, Mexico",Aeronaves de Mexico,Lockheed 749A Constellation,45,45,0
1657,02-06-1958,"Manila, Philippines",Pan American World Airways,Boeing 377 Stratocruiser 10-26,1,57,0
1658,04-06-1958,"Martinsburg, West Virginia",Capital Airlines,Douglas DC-3,1,3,0
1659,09-06-1958,"Magadan Oblast, Russia",Aeroflot,Ilyushin IL-12,24,24,0
1660,16-06-1958,"Curitiba, Brazil",Cruzeiro,Convair CV-440-59,21,26,0
1661,25-06-1958,"Mohanbari, India",Indian Airlines,Douglas C-47A,5,7,0
1662,27-06-1958,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,Boeing KC-135A,15,15,0
1663,09-07-1958,"Dhaka, Baangladesh",Indian Airlines,Douglas C-47A,3,3,0
1664,09-08-1958,"Benghazi, Libya",Central African Airways,Vickers Viscount 748D,36,54,0
1665,11-08-1958,"Near Belem, Brazil","	Loide A????reo Nacional",Douglas DC-4,10,11,0
1666,12-08-1958,"Sakiya Saugye, Japan",All Nippon Airways,Douglas DC-3,33,33,0
1667,14-08-1958,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,Lockheed 1049H Super Constellation,99,99,0
1668,15-08-1958,"Near Chita, Russia",Aeroflot,Tupolev TU-104-A,64,64,0
1669,15-08-1958,"Nantucket, Massachusetts",Northeast Airlines,Convair CV-240-2,25,34,0
1670,02-09-1958,Off Guam,Military - U.S. Air Force,Douglas C-124C Globemaster,19,19,0
1671,02-09-1958,"London, England",Independent Air Travel,Vickers 621 Viking 1,3,3,4
1672,02-09-1958,"Sasnashen, Russia",Military - U.S. Air Force,Lockheed C-130A-II Hercules,17,17,0
1673,05-09-1958,"Campina Grande, Brazil",Loide Aereo Nacional,Curtiss C-46A-CU,13,44,0
1674,07-09-1958,"Kazakh, Russia",Aeroflot,Aeroflot,27,27,0
1675,08-09-1958,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,Boeing B-52 / Boeing B-52,13,16,0
1676,09-09-1958,"Mount Oyama, Japan",Flying Tiger Line,Lockheed L-1049H Super Constellation,8,8,0
1677,15-09-1958,"Triel, France",Military - U.S. Air Force,Lockheed C-130A Hercules,15,15,0
1678,19-09-1958,"Near Lazo, Russia",Aeroflot,Ilyushin IL-12,28,28,0
1679,29-09-1958,Over the Mediterranean Sea,Middle East Airlines,Avro 685 York I,5,5,0
1680,09-10-1958,"Payette, Idaho",Military - U.S. Air Force,Fairchild C-123 Provider,19,19,0
1681,14-10-1958,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Lockheed 1049E Super Constellation,23,23,0
1682,15-10-1958,"Villa Montes, Bolivia",TAM (Bolivia),Douglas C-47A,20,20,0
1683,17-10-1958,"Near Kanash, Russia",Aeroflot,Tupolev TU-104A,80,80,0
1684,18-10-1958,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",Military - U.S. Navy,Lockheed WV-2 Super Constellation,11,29,0
1685,22-10-1958,"Anzio, Italy",British European Airways,Vickers Viscount 701C,31,31,0
1686,01-11-1958,"Nipe Bay, Cuba",Cubana de Aviacion,Vickers Viscount 755D,17,20,0
1687,03-11-1958,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Douglas C-47-DL,8,8,0
1688,08-11-1958,"La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,3,3,0
1689,09-11-1958,North Atlantic Ocean,ARTOP Aerotopografica LDA,Martin Mariner,42,42,0
1690,16-11-1958,"Fort Collins, Colorado",Capitol Airways,Curtiss C-46F,2,2,0
1691,04-12-1958,"Guadarrama Mountains, Spain",Aviaco,SNCASE Languedoc,21,21,0
1692,23-12-1958,"Tashkent, Uzbekstan",Aeroflot,Ilyushin IL-14,21,21,0
1693,24-12-1958,"Winkton, England",BOAC,Bristol 175 Britannia 312,9,12,0
1694,26-12-1958,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,Douglas DC-6B,3,70,0
1695,30-12-1958,"Rio de Janeiro, Brazil",VASP,Saab Scandia,21,37,0
1696,06-01-1959,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Douglas DC-3,5,5,0
1697,08-01-1959,"Mt. Holston, Tennessee",Southeast Airlines,Douglas DC-3,10,10,0
1698,11-01-1959,"Rio de Janeiro, Brazil",Lufthansa,Lockheed 1049G Super Constellation,36,39,0
1699,14-01-1959,"Panther Peak, California",California Air Freight,Curtiss C-46F,2,2,0
1700,16-01-1959,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Curtiss C-46A-50-CU,51,52,0
1701,18-01-1959,"Stalingrad, Russia",Aeroflot,Ilyushin IL-14P,25,25,0
1702,21-01-1959,"Near Merida, Venezuela",Linea Expresa Bolivar,Curtiss C-46D-15-CU,4,4,0
1703,22-01-1959,"Dabouk, Jordan",Air Jordan,Convair CV-240-2,10,15,0
1704,27-01-1959,"Brindisi, Italy",Air Charter,Avro 688,2,6,0
1705,01-02-1959,"Kerrville, Texas",General Airways,Douglas DC-3,3,28,0
1706,03-02-1959,"La Guardia Airport, New York, NY",American Airlines,Lockheed  188A Electra,65,73,0
1707,03-02-1959,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Beechcraft Bonanza 35,4,4,0
1708,17-02-1959,"Gatwick, Surrey, England",Turkish Airlines (THY),Vickers Viscount 794D,14,24,0
1709,18-02-1959,"Belen, Chile",Southern Cross Airways,Curtiss C-46A,5,5,0
1710,05-03-1959,"Managua, Nicaragua",TACA,Vickers Viscount 763,15,19,0
1711,12-03-1959,"Tobu, India",Indian Airlines,Douglas C-47A,5,7,0
1712,13-03-1959,"Mahon, Spain",Aviaco,Bristol 170 Freighter 21E,1,18,0
1713,29-03-1959,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,Nord 2501 Noratlas,9,9,0
1714,29-03-1959,"Near Silchar, India",Indian Airlines,Douglas DC-3,24,24,0
1715,30-03-1959,"Alma, Georgia",Riddle Airlines,Curtiss C-46A,2,2,0
1716,17-04-1959,"Puerto Kino, Mexico",Tigres Voladores,Curtiss C-46F-1-CU,26,26,0
1717,23-04-1959,"Van, Turkey",Air Charter,Avro 688 Super Trader,12,12,0
1718,29-04-1959,"Valdemeca, Spain",Iberia Airlines,Douglas DC-3,28,28,0
1719,02-05-1959,"Mallorca, Spain",Austria-Flugdienst,Douglas DC-3,5,5,0
1720,12-05-1959,"Charleston, West Virginia",Capital Airlines,Lockheed C-69 Constellation,2,44,0
1721,12-05-1959,"Chase, Maryland",Capital Airlines,Vickers Viscount 745D,31,31,0
1722,13-05-1959,"Near Toumavista, Peru",Transportes Aereos Peruanos,Curtiss C-46A,12,12,0
1723,15-05-1959,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Douglas DC-3,10,10,0
1724,21-05-1959,"Moro, Peru",Lineas A????reas Interpolar,Curtiss C-46A-50-CU,8,8,0
1725,01-06-1959,Nicaragua,Aerolineas Nacionales,Curtiss C-46,60,60,0
1726,05-06-1959,"Near Sheyma, Alaska",Militiary - US Air Force,Boeing RC-135E,19,19,0
1727,23-06-1959,"Cerros Baco, Peru",AVIANCA,Douglas DC-4,14,14,0
1728,26-06-1959,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Lockheed 1649A Starliner,68,68,0
1729,30-06-1959,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,North American F-100D-25NA,0,1,17
1730,03-08-1959,"Sagone, India",Kalinga Airlines,Douglas DC-3,6,6,0
1731,14-08-1959,"Karachi, Pakistan",Pakistan International Airlines,Vickers 815 Viscount,2,3,0
1732,15-08-1959,"Calverton, New York",American Airlines,Boeing 707-123,5,5,0
1733,19-08-1959,"Near Barcelona, Spain",Transair,Douglas DC-3,32,32,0
1734,27-08-1959,"Near Asuncion, Paraguay",Aerolineas Argentinas,de Havilland DH-106 Comet 4,2,50,0
1735,02-09-1959,"Abilene, Texas",Aaxico Airlines,Curtiss C-46A,2,2,0
1736,08-09-1959,"Poza Rica, Mexico",Mexicana,Douglas DC-3,1,16,0
1737,12-09-1959,"Near Tegucigalpa, Honduras",Pan American World Airways,Douglas DC-4,3,3,0
1738,23-09-1959,"Sao Paulo, Brazil",VASP,Saab Scandia 90A-1,20,20,0
1739,24-09-1959,"Bordeaux, France",T.A. Intercontinentaux (France),Douglas DC-7C,54,65,0
1740,24-09-1959,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Douglas C-54B,16,16,0
1741,29-09-1959,"Buffalo, Texas",Braniff Airlines,Lockheed 188A Electra,34,34,0
1742,06-10-1959,"Paloemeu, Suriname",Kappel-Van Eyck Airways,Aero Commander AC 520,2,2,0
1743,23-10-1959,"Near Moscow, Russia",Aeroflot,Ilyushin IL-14P,28,28,0
1744,26-10-1959,"Santa Maria, California",Pacific Air Lines,Douglas C-47A-DL,1,19,1
1745,29-10-1959,"Athens, Greece",Olympic Airways,Douglas DC-3,18,18,0
1746,30-10-1959,"Waynesborough, Virginia",Piedmont Airlines,Douglas DC-3,26,27,0
1747,04-11-1959,"St. Cleophas, Quebec, Canada",Wheeler Airlines,Douglas C-54A,5,5,0
1748,16-11-1959,Gulf of Mexico,National Airlines,Douglas DC-7B,42,42,0
1749,16-11-1959,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,40,40,0
1750,21-11-1959,"Beirut, Lebanon",Ariana Afghan Airlines,Douglas DC-4,24,27,0
1751,24-11-1959,"Chicago, Illinois",Trans World Airlines,Lockheed L-1049H Super Constellation,3,3,8
1752,01-12-1959,"Willamsport, Pennsylvania",Allegheny Airlines,Martin 202,25,26,0
1753,08-12-1959,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,Curtiss C-46A,45,45,0
1754,13-12-1959,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Ilyushin IL-18,29,29,0
1755,17-12-1959,"Ketchikan, Alaska",California Aircraft,Consolidated PBY-5A Catalina,3,3,0
1756,21-12-1959,"Rome, Italy",Alitalia,Vickers 785D Viscount,2,2,0
1757,22-12-1959,"Rio de Janeiro, Brazil",VASP,Vickers Viscount 827 / Fokker AT-6,32,32,10
1758,24-12-1959,"Palembang, Indonesia",Garuda Indonesia Airlines,Douglas C-47A,1,2,0
1759,31-12-1959,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,11,11,0
1760,03-01-1960,"Taksing, India",Indian Airlines,Douglas C-47A,9,9,0
1761,06-01-1960,"Wilmington/Bolivia, North Carolina",National Airlines,Douglas DC-6B,34,34,0
1762,10-01-1960,Gulf of Sirte,Military - U.S. Army,de Havilland Canada U-1A Otter,10,10,0
1763,18-01-1960,"Charles City, Virginia",Capital Airlines,Vickers Viscount 745D,50,50,0
1764,19-01-1960,"Ankara, Turkey",Scandinavian Airlines (SAS),Sud Aviation Caravelle 1,42,42,0
1765,21-01-1960,"Montego Bay, Jamacia",AVIANCA,Lockheed 1049E Super Constellation,37,46,0
1766,26-01-1960,"Off Bathurst Island, Australia",Transportes A????reos de Timor,de Havilland DH-114 Heron 2D,9,9,0
1767,05-02-1960,"Laguna de Huana-Costa, Bolivia",Lloyd Aereo Boliviano,Douglas DC-4,59,59,0
1768,26-02-1960,"Shannon, Ireland",Alitalia,Douglas DC-7C,34,52,0
1769,26-02-1960,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,Douglas DC-3 / USN R-6D-1,61,61,0
1770,26-02-1960,"Lvov-Snilow,  Ukraine",Aeroflot,Antonov 10A,32,33,0
1771,26-02-1960,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,32,32,0
1772,15-03-1960,"El Refugio, Colombia",Agencia Interamericana de Aviada,Consolidated PBY-5A Catalina,6,13,0
1773,16-03-1960,"Nagoya, Japan",All Nippon Airways,Douglas DC-3,3,33,0
1774,17-03-1960,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,Lockheed 188C Electra,63,63,0
1775,19-03-1960,"Cordoba, Colombia",SAMSA,Curtiss C-46,25,46,0
1776,05-04-1960,"Siuna, Nicaragua",Lanica,Curtiss C-46A-40-CU,2,18,0
1777,12-04-1960,"Pelotas, Brazil",Cruzeiro,Douglas DC-3,10,22,0
1778,14-04-1960,"Taipei,Taiwan",Military - Royal Thai Air Force,Douglas DC-4,18,18,0
1779,18-04-1960,"Stephenville, Newfoundland",Military - U.S. Air Force,Douglas C-124C Globemaster,9,9,0
1780,19-04-1960,"Bogota, Colombia",Lloyd Aereo Colombiano,Curtiss C-46,37,51,0
1781,20-04-1960,"Hickory, North Carolina",Piedmont Airlines / Private,Fairchild F-27 / Cessna 310,4,44,0
1782,22-04-1960,"Bunia, Belgian Congo",Sobelair SA (Belgium),Douglas C-54B,35,35,0
1783,28-04-1960,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,13,13,0
1784,15-05-1960,"Jebel Marra, Sudan",Balair,Douglas DC-4-1009,12,12,0
1785,18-05-1960,"El Sosneado, Argentina",Transamerican Air Transport,Curtiss C-46,10,10,0
1786,23-05-1960,"Atlanta, Georgia",Delta Air Lines,Convair CV-880,4,4,0
1787,10-06-1960,"Off  Mackay, Qld. Australia",Trans Australia Airlines,Fokker F-27 Friendship 100,29,29,0
1788,10-06-1960,"Nea Tkvarcheli, Georgia",Aeroflot,Ilyushin IL-14P,31,31,0
1789,14-06-1960,"Mt. Gilbert, Alaska",Pacific Northern Airlines,Lockheed 749A-79-32 Constellation,14,14,0
1790,24-06-1960,"Rio de Janeiro, Brazil",REAL,Convair CV-340-62,54,54,0
1791,06-07-1960,"Off Barnegat City, New Jersey",Military - U.S. Navy,Goodyear ZPG-3W (airship),18,21,0
1792,10-07-1960,Persian Gulf,Gulf Aviation (Kalinga Airways),Douglas DC-3,16,16,0
1793,11-07-1960,"Near Quito, Ecuador",Military - U.S. Misson,Douglas C-47B-DK,18,18,0
1794,14-07-1960,"Off Manila, Philippines",Northwest Orient Airlines,Douglas DC-7C,1,58,0
1795,15-07-1960,"Near Jima, Ethiopia",Ethiopian Airlines,Douglas DC-3,1,11,0
1796,19-07-1960,"Near Goma, Zaire",Military - Royal Belgian Air Force,Fairchild C-119G,37,41,0
1797,20-07-1960,"Near Syktyvkar, Russia",Aeroflot,Ilushin IL-14,23,23,0
1798,27-07-1960,"Forest Park, Illinois",Chicago Helicopter Airways,Sikorsky S-58C helicopter,13,13,0
1799,31-07-1960,"Near Rimini, Italy",Deutsche Flugdienst,Convair CV-240-4,1,34,0
1800,01-08-1960,"Near Tipuani, Bolivia",TAM (Bolivia),Douglas C-47,6,6,0
1801,17-08-1960,"Kiev, Ukraine, USSR",Aeroflot,Ilyushin IL-18,35,35,0
1802,17-08-1960,"Near El Kelaa, Morocco",Military - French Naval Aviation,Avro Lancaster 1,20,20,0
1803,17-08-1960,"Near Kiev, Ukraine",Aeroflot,Ilyushin IL-18B,34,34,0
1804,24-08-1960,"Off Heraklion, Greece",Don Everall Aviation,Vickers 634 Viking 1B,3,3,0
1805,29-08-1960,"Off Dakar, Senegal",Air France,Lockheed 1049G Super Constellation,63,63,0
1806,02-09-1960,"Near Zikhnovo, Russia",Aeroflot,Ilyushin IL-14P,18,18,0
1807,07-09-1960,"Near Salto, Uruguay",Aerolineas Argentinas,Douglas DC-6,31,31,0
1808,19-09-1960,"Agana, Guam, Mariana Islands",World Airways,Douglas DC-6AB,80,94,0
1809,22-09-1960,"Off Naha, Okinawa",Military - U.S. Marine Corps,Douglas R5D-3,29,29,0
1810,26-09-1960,"Moscow, Russia",Austrian Airlines,Vickers Viscount 837,31,37,0
1811,28-09-1960,"Near Juchetipec, Mexico",Mexicana,Douglas DC-3 (C-53-DO),8,18,0
1812,29-09-1960,"Off Elba, Italy",United Arab Airlines,Vickers Viscount 739B,21,21,0
1813,04-10-1960,"Boston, Massachusetts",Eastern Air Lines,Lockheed 188A Electra,62,72,0
1814,14-10-1960,"Elba, Italy",Itavia,de Havilland DH-114 Heron 2,11,11,0
1815,15-10-1960,"Plain City, Utah",Capitol Airways,Curtiss C-46F,2,2,0
1816,21-10-1960,"Ust-Orda, Russia",Aeroflot,Tupolev Tu-104A,3,3,0
1817,28-10-1960,"Near Missoula, Montana",Northwest Orient Airlines,Douglas C-54A-DC,12,12,0
1818,29-10-1960,"Key West, Florida",Cubana de Aviacion,Douglas DC-3,1,37,0
1819,29-10-1960,"Toledo, Ohio",Arctic Pacific,Curtiss C-46F-1-CU,22,48,0
1820,05-11-1960,"Bhairawa, Nepal",Royal Nepal Airlines,Douglas C-47A,4,4,0
1821,07-11-1960,"Near Quito, Ecuador",AREA,Fairchild F-27A,37,37,0
1822,23-11-1960,"Manila, Philippines",Philippine Air Lines,Douglas DC-3,33,33,0
1823,04-12-1960,"Chernovo, Russia",Aeroflot,Ilyushin 14M,14,14,0
1824,07-12-1960,"Cachimbo, Brazil",REAL,Curtiss C-46A-60-CK,15,15,0
1825,11-12-1960,"San Andres de Giles, Argentina",Military - Argentine Air Force,Avro 691 Lancastrian IV,31,31,0
1826,16-12-1960,"Staten Island / Brooklyn, New York",United Air Lines / Trans World Airlines,MD DC-8-11 / Lockheed  1049 S Const,128,128,6
1827,17-12-1960,"Munich, West Germany",Military - U.S. Air Force,Convair C-131D (CV-340-79),20,20,31
1828,22-12-1960,"Cebu City, Philippines",Philippine Air Lines,Douglas DC-3,28,37,0
1829,26-12-1960,"Near Ulyanovsk, Russia",Aeroflot,Ilyushin IL-18A,17,17,0
1830,02-01-1961,"Ruzyne, Czechoslovakia",Ceskoslovenske Aerolinie,Avia 14,10,10,0
1831,03-01-1961,"Koivulahti, Finland",Finnair,Douglas DC-3,25,25,0
1832,19-01-1961,"New York, New York (Idlewild)",Aeronaves de Mexico,McDonnell Douglas DC-8-21,4,106,0
1833,22-01-1961,Midway Island Naval Air Station,Military - U.S. Navy,Lockheed WV-2 Super Constellation,6,22,3
1834,24-01-1961,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,21,21,0
1835,26-01-1961,"Off Argentia, Azores",Military - U.S. Air Force,Douglas C-118A,23,23,0
1836,28-01-1961,"Off Montauk Point, New York",American Airlines,Boeing 707-123,6,6,0
1837,03-02-1961,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,26,26,0
1838,15-02-1961,"Near Brussels, Belgium",Sabena,Boeing B-707-320,72,72,1
1839,09-03-1961,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,12,12,0
1840,25-03-1961,"Near Natal, Brazil",Military - Brazilian Air Force,Douglas C-47DL,23,28,0
1841,28-03-1961,"Forcheim, Germany",Ceskoslovenske Aerolinie,Ilyushin IL-18,52,52,0
1842,03-04-1961,"Llico, Chile",LAN,Douglas DC-3,24,24,0
1843,10-05-1961,"Ghadames, Algeria",Air France,Lockheed 1649A Starliner,78,78,0
1844,24-05-1961,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-124A-DL,22,22,0
1845,29-05-1961,Singapore,Military - Royal Air Force,Handley Page Hastings C-2,13,13,0
1846,30-05-1961,"Near Lisbon, Portugal",KLM Royal Dutch Airlines,McDonnell Douglas DC-8-53,61,61,0
1847,12-06-1961,"Cairo, Egypt",KLM Royal Dutch Airlines,Lockheed L-188C Electra,20,36,0
1848,13-06-1961,"Douala, Cameroon",Air Cameroon,Douglas DC-4,5,5,0
